NCBI GeneID,Transcript Accession,Transcript_length
6740526,XM_002077316.4,1030
6740534,XM_002077324.4,675
6740535,XM_016169234.3,7902
6740535,XM_016169236.3,7905
6740535,XM_016169235.2,7671
6740538,XM_016169334.3,2298
6740538,XM_016169337.3,2098
6740538,XM_016169336.3,2033
6740538,XM_016169335.3,2726
6740541,XM_016176052.3,3043
6740543,XM_039296700.2,3672
6740545,XM_016175912.3,3420
6740547,XM_039298428.2,384
6740556,XM_002077344.4,995
6740573,XM_016175376.3,3489
6740597,XM_016175136.3,639
6740597,XM_016175137.3,630
6740605,XM_016170528.2,1797
6740609,XM_016175022.3,1117
6740609,XM_016175024.3,1108
6740609,XM_016175023.3,1194
6740609,XM_039292510.2,1713
6740618,XM_016174885.3,1099
6740618,XM_016174884.3,1066
6740627,XM_016170929.3,998
6740627,XM_039297245.2,1004
6740630,XM_016174751.2,1374
6740633,XM_039295905.2,2831
6740637,XM_016171072.3,1515
6740647,XM_039296140.2,1044
6740647,XM_016171217.3,631
6740647,XM_016171216.3,1219
6740647,XM_016171219.3,1150
6740647,XM_016171218.2,1203
6740647,XM_016171214.3,935
6740647,XR_005544443.1,574
6740649,XM_039298076.2,2861
6740649,XM_039298071.2,2808
6740649,XM_039298100.2,2768
6740649,XM_039298083.2,2715
6740649,XM_016171238.3,2783
6740649,XM_016171242.3,2730
6740649,XM_016171244.3,2690
6740649,XM_016171243.3,2315
6740649,XM_044922343.1,2120
6740649,XM_016171237.3,2120
6740649,XM_016171236.3,2187
6740649,XM_016171241.3,2034
6740649,XM_016171245.3,2128
6740649,XM_016171246.3,2207
6740649,XM_016171248.3,2167
6740662,XM_016174202.3,3050
6740662,XM_039291461.2,2057
6740662,XM_039291460.2,2923
6740665,XM_039297296.2,1592
6740670,XM_044922631.1,297
6740670,XM_002077440.4,285
6740682,XM_039297178.2,2153
6740691,XM_016171538.3,1333
6740692,XM_002077456.3,833
6740700,XM_002077463.4,881
6740710,XM_016168716.3,1714
6740710,XM_016168715.3,1716
6740711,XM_044923598.1,1065
6740711,XM_039297069.2,1757
6740711,XM_039297068.2,1816
6740711,XM_039297070.1,1094
6740712,XM_002077472.3,463
6740725,XM_016182295.3,1321
6740725,XM_039292507.2,1304
6740731,XM_039291440.2,1605
6740731,XM_016172067.3,1623
6740743,XM_039291670.1,3588
6740745,XM_002077501.4,1254
6740747,XM_016178862.3,6295
6740747,XM_016178865.3,5817
6740747,XM_016178861.3,5937
6740747,XM_016178863.3,5402
6740747,XM_044922986.1,7006
6740748,XM_016178585.3,627
6740749,XM_002077504.4,1308
6740758,XM_002077511.4,1513
6740769,XM_002083435.4,713
6740772,XM_016172498.3,3361
6740775,XM_016172624.3,3985
6740776,XM_039298640.2,3814
6740776,XM_016172631.3,3856
6740781,XM_016169898.3,1378
6740783,XM_016172774.3,876
120284189,XM_016183246.3,1172
120284190,XM_039291841.2,373
120284191,XM_039292638.2,357
120284192,XM_002082493.4,412
120284193,XM_016178267.3,1242
120284195,XM_016183318.3,1637
120284196,XM_039293065.2,955
120284197,XM_039293782.2,634
120284198,XM_039293515.2,1107
120284199,XM_039294700.2,456
120284200,XM_039293185.2,2358
120284201,XM_039293004.2,741
120284202,XM_002084379.4,593
120284203,XM_039294835.2,691
120284204,XM_039294842.2,1037
120284205,XM_039295100.2,664
120284206,XM_039292671.1,2646
120284206,XM_039292670.1,2846
120284206,XM_039292669.2,2680
120284206,XR_005543733.1,1940
120284207,XM_039297248.2,2031
120284208,XM_016172499.3,1677
120284209,XR_005543699.2,1213
120284209,XR_005543697.2,1500
120284209,XR_005543698.2,1470
120284209,XR_001600011.3,1168
120284209,XR_001600010.3,1455
120284210,XM_039296016.1,7526
120284211,XM_039294172.2,1549
120284211,XM_039294173.2,1324
120284212,XM_039298608.2,652
120284213,XM_016172809.3,1616
120284213,XM_044923757.1,1628
120284213,XM_039296874.2,1628
120284214,XM_039296090.2,1905
120284214,XM_039296092.2,2014
120284214,XM_039296091.2,1957
120284214,XM_039296093.2,2097
120284215,XM_039297531.2,937
120284216,XM_039297827.2,1040
120284217,XM_044923861.1,994
120284217,XM_039298312.2,1416
120284217,XM_044923860.1,1325
120284218,XM_044922546.1,991
120284218,XR_006541565.1,792
120284219,XM_039297049.2,832
120284221,XM_039295023.2,1115
120284222,XM_039291744.2,2228
120284224,XM_039296310.2,5321
120284226,XR_005543423.2,990
120284227,XR_005543424.2,660
120284228,XR_005543425.1,1058
120284229,XR_005543426.2,318
120284230,XM_039290984.2,833
120284230,XM_039290985.2,902
120284230,XR_006541479.1,2575
120284231,XR_005543435.2,713
120284232,XR_005543439.2,1005
120284233,XM_039291010.2,1510
120284234,XM_039291025.2,1218
120284236,XR_005543445.2,1093
120284237,XR_005543446.1,745
120284238,XR_005543448.1,438
120284239,XR_006541494.1,905
120284239,XR_005543449.1,976
120284240,XM_039291137.1,1240
120284241,XR_005543452.2,982
120284244,XR_005543459.2,2775
120284245,XR_005543462.2,1016
120284246,XM_039291152.2,514
120284247,XR_005543464.2,207
120284249,XR_005543471.2,1752
120284249,XR_005543470.2,1846
120284250,XR_005543472.1,6828
120284251,XR_005543473.2,592
120284253,XM_039291251.2,1659
120284254,XM_039291268.1,1155
120284255,XR_005543487.1,3374
120284255,XR_005543488.1,3338
120284256,XR_005543489.2,833
120284257,XR_005543491.2,512
120284258,XM_039291285.2,1742
120284259,XR_005543492.1,165
120284260,XR_005543493.1,196
120284261,XR_005543494.1,140
120284262,XR_005543495.1,140
120284263,XR_005543496.1,145
120284264,XR_005543497.1,125
120284265,XR_005543498.1,124
120284266,XR_005543499.1,119
120284267,XR_005543500.1,114
120284268,XR_005543501.1,114
120284269,XR_005543502.1,73
120284270,XR_005543503.1,196
120284271,XR_005543504.1,75
120284272,XR_005543505.1,75
120284273,XR_005543506.1,75
120284274,XR_005543507.1,75
120284275,XR_005543508.1,74
120284276,XR_005543509.1,75
120284277,XR_005543511.1,75
120284278,XR_005543512.1,75
120284279,XR_005543513.1,97
120284280,XR_005543514.1,113
120284281,XR_005543515.1,196
120284282,XR_005543516.1,137
120284283,XR_005543517.1,196
120284284,XR_005543518.1,196
120284326,XM_039291295.2,1659
120284327,XR_005543519.1,1560
120284328,XR_005543520.2,855
120284330,XR_005543523.2,987
120284332,XR_005543525.2,1190
120284333,XR_005543526.2,1753
120284334,XR_005543528.1,1288
120284334,XR_005543527.1,1285
120284335,XR_005543529.1,415
120284336,XM_039291379.2,1410
120284337,XM_039291380.2,852
120284338,XM_039291384.2,2059
120284338,XR_005543531.2,1980
120284339,XM_039291396.2,274
120284341,XR_005543536.2,301
120284341,XR_006541615.1,630
120284342,XR_005543537.2,636
120284346,XM_044922363.1,2841
120284347,XM_039291450.2,8204
120284347,XM_039291451.2,8204
120284348,XM_039291453.2,2343
120284348,XM_039291452.2,3416
120284349,XR_005543545.1,459
120284351,XR_005543549.2,3009
120284351,XR_005543548.2,3235
120284352,XM_039291459.2,1162
120284353,XM_039291465.2,2174
120284354,XM_039291468.1,2049
120284354,XM_039291469.1,1685
120284355,XR_005543552.1,258
120284356,XM_044922408.1,979
120284357,XM_039291516.2,825
120284358,XM_039291520.2,440
120284359,XM_039291523.2,1607
120284359,XR_005543553.2,821
120284359,XR_006541526.1,1558
120284361,XM_039291550.2,1213
120284362,XR_006541532.1,2137
120284363,XR_005543557.1,1519
120284364,XM_039291562.2,963
120284367,XR_005543559.1,418
120284368,XR_005543566.1,479
120284371,XR_005543568.2,530
120284372,XM_039291643.2,862
120284375,XR_005543574.2,705
120284377,XM_039291679.2,2317
120284380,XR_005543582.2,3396
120284381,XR_005543583.2,1388
120284384,XM_039291797.2,302
120284388,XR_005543592.2,2062
120284388,XR_005543591.2,1845
120284390,XR_005543594.2,1258
120284391,XR_005543602.2,415
120284392,XR_005543606.1,485
120284393,XR_005543607.1,1509
120284393,XR_006541569.1,1529
120284395,XR_005543609.2,480
120284396,XR_005543611.2,966
120284396,XR_006541563.1,642
120284397,XR_005543613.2,1589
120284397,XR_006541522.1,1357
120284398,XR_005543615.2,725
120284399,XR_005543616.2,499
120284400,XR_006541567.1,2824
120284401,XM_039291936.2,1537
120284401,XM_039291937.1,1087
120284403,XM_039292084.2,2293
120284403,XM_039292053.2,2626
120284403,XM_039292031.2,2625
120284403,XM_039292073.2,2577
120284403,XM_039291975.2,2720
120284403,XM_039291997.2,2672
120284404,XM_039291977.2,1085
120284406,XM_039291990.2,834
120284407,XM_039292000.2,509
120284408,XM_039292029.2,1889
120284409,XR_006542104.1,1053
120284410,XR_005543649.1,660
120284411,XM_039292039.2,183
120284412,XR_005543650.2,695
120284413,XR_005543652.1,278
120284414,XR_006541573.1,3092
120284414,XR_005543655.2,3540
120284414,XR_005543654.2,2763
120284414,XR_005543653.2,2904
120284415,XR_005543656.2,4281
120284417,XM_039292081.2,1884
120284419,XR_006541527.1,7136
120284420,XR_005543665.1,950
120284421,XR_005543666.2,1428
120284422,XM_039292092.2,2484
120284423,XR_005543667.2,1708
120284423,XR_005543668.2,1684
120284425,XM_039292106.2,706
120284426,XM_039292110.2,617
120284427,XR_006541607.1,683
120284427,XR_005543670.1,653
120284430,XR_005543676.2,502
120284431,XR_005543677.2,1684
120284432,XR_005543679.2,2423
120284433,XM_039292193.1,1703
120284434,XM_039292280.2,4045
120284434,XM_044922618.1,5167
120284436,XM_039292293.2,2462
120284437,XR_005543687.2,619
120284438,XR_005543691.1,638
120284438,XR_005543692.2,772
120284439,XR_005543693.2,1818
120284440,XM_039292318.2,897
120284441,XM_044922651.1,466
120284441,XM_016167703.3,879
120284443,XR_005543701.1,2116
120284443,XR_005543700.2,1139
120284444,XM_039292359.1,350
120284445,XM_039292393.2,1136
120284446,XR_006541619.1,5818
120284447,XM_039292411.2,1259
120284448,XM_039292440.2,702
120284450,XR_005543711.2,1566
120284451,XM_039292489.2,1040
120284455,XR_005543719.2,1331
120284457,XR_005543726.2,2146
120284458,XR_005543727.1,5081
120284459,XR_005543728.1,2134
120284460,XR_005543729.2,5402
120284461,XR_005543731.2,1361
120284462,XM_039292668.2,2010
120284463,XR_005543734.2,1138
120284464,XR_006541616.1,922
120284464,XR_005543736.2,904
120284465,XR_005543739.1,4467
120284467,XR_005543742.2,781
120284467,XR_005543741.2,804
120284468,XR_005543743.1,727
120284471,XR_005543747.2,7424
120284472,XM_039292777.2,231
120284473,XR_005543748.2,2940
120284477,XR_006541591.1,2033
120284477,XR_005543756.2,2049
120284477,XR_005543757.2,1598
120284477,XR_006541592.1,1454
120284478,XR_005543758.1,2079
120284480,XR_005543763.2,1070
120284481,XR_005543764.2,2252
120284482,XM_039292889.1,417
120284483,XM_039292890.2,1085
120284484,XM_044922488.1,579
120284485,XM_039292895.2,422
120284486,XM_039292896.2,535
120284488,XM_039292905.2,816
120284489,XR_006541680.1,3934
120284489,XR_006541681.1,3917
120284489,XR_006541669.1,4015
120284489,XR_006541676.1,3963
120284489,XR_006541677.1,3954
120284489,XR_006541679.1,3847
120284489,XR_006541667.1,4015
120284489,XR_006541671.1,3963
120284489,XR_006541672.1,3954
120284489,XR_006541670.1,3991
120284489,XR_006541675.1,3939
120284489,XR_006541678.1,3930
120284489,XR_006541666.1,4007
120284489,XR_006541668.1,3990
120284489,XR_006541665.1,4062
120284489,XR_006541660.1,4064
120284489,XR_006541661.1,4014
120284489,XR_006541663.1,4012
120284489,XR_006541664.1,4003
120284489,XR_006541662.1,4007
120284489,XR_006541673.1,3576
120284489,XR_006541674.1,3564
120284489,XR_006541682.1,3395
120284490,XR_005543768.2,132
120284492,XR_005543770.1,119
120284493,XR_005543771.1,119
120284494,XR_005543772.1,119
120284495,XR_005543773.1,119
120284496,XR_005543774.1,119
120284497,XR_005543775.1,119
120284498,XR_005543776.1,119
120284499,XR_005543777.1,119
120284500,XR_005543778.1,119
120284501,XR_005543779.1,119
120284502,XR_005543780.1,119
120284503,XR_005543781.1,119
120284504,XR_005543782.1,118
120284505,XR_005543783.1,118
120284506,XR_005543784.1,118
120284507,XR_005543785.1,118
120284508,XR_005543786.1,118
120284509,XR_005543787.1,119
120284510,XR_005543788.1,118
120284511,XR_005543789.1,119
120284512,XR_005543790.1,119
120284513,XR_005543791.1,210
120284514,XR_005543792.1,210
120284515,XR_005543793.1,86
120284516,XR_005543794.1,86
120284517,XR_005543795.1,81
120284518,XR_005543796.1,140
120284519,XR_005543797.1,75
120284520,XR_005543798.1,119
120284521,XR_005543799.1,79
120284522,XR_005543800.1,85
120284523,XR_005543801.1,89
120284524,XR_005543802.1,89
120284525,XR_005543803.1,87
120284526,XR_005543804.1,86
120284527,XR_005543805.1,110
120284528,XR_005543806.1,109
120284529,XR_005543807.1,109
120284530,XR_005543808.1,80
120284531,XR_005543809.1,119
120284532,XR_005543810.1,79
120284533,XR_005543811.1,82
120284534,XR_005543812.1,88
120284535,XR_005543813.1,145
120284536,XR_005543814.1,138
120284537,XR_005543815.1,139
120284538,XR_005543816.1,139
120284539,XR_005543817.1,131
120284540,XR_005543818.1,131
120284541,XR_005543819.1,134
120284542,XR_005543820.1,119
120284543,XR_005543821.1,131
120284544,XR_005543822.1,132
120284545,XR_005543823.1,140
120284546,XR_005543824.1,178
120284547,XR_005543825.1,119
120284548,XR_005543826.1,119
120284549,XR_005543827.1,119
120284550,XR_005543828.1,119
120284551,XR_005543829.1,119
120284552,XR_005543830.1,119
120284553,XR_005543831.1,119
120284554,XR_005543832.1,119
120284555,XR_005543833.1,119
120284556,XR_005543834.1,119
120284557,XR_005543835.1,119
120284558,XR_005543836.1,119
120284559,XR_005543837.1,119
120284560,XR_005543838.1,119
120284561,XR_005543839.1,119
120284562,XR_005543840.1,119
120284563,XR_005543841.1,119
120284564,XR_005543842.1,119
120284565,XR_005543843.1,119
120284566,XR_005543844.1,119
120284567,XR_005543845.1,119
120284568,XR_005543846.1,119
120284569,XR_005543847.1,119
120284570,XR_005543848.1,119
120284571,XR_005543849.1,119
120284572,XR_005543850.1,119
120284573,XR_005543851.1,119
120284574,XR_005543852.1,119
120284575,XR_005543853.1,119
120284576,XR_005543854.1,119
120284577,XR_005543855.1,119
120284578,XR_005543856.1,119
120284579,XR_005543857.1,119
120284580,XR_005543858.1,119
120284581,XR_005543859.1,119
120284582,XR_005543860.1,119
120284583,XR_005543861.1,119
120284584,XR_005543862.1,119
120284585,XR_005543863.1,119
120284586,XR_005543864.1,119
120284587,XR_005543865.1,119
120284588,XR_005543866.1,119
120284589,XR_005543867.1,119
120284590,XR_005543868.1,119
120284604,XM_039292960.2,1042
120284694,XM_039292997.2,1136
120284695,XM_039292998.2,888
120284696,XM_039293005.1,552
120284697,XR_005543871.2,754
120284698,XR_005543873.1,2768
120284700,XR_005543882.2,2047
120284701,XR_005543883.2,3233
120284702,XR_005543886.2,1593
120284702,XR_005543887.2,1200
120284702,XR_005543885.2,1134
120284703,XM_039293082.2,507
120284704,XM_039293084.2,578
120284705,XR_005543889.2,899
120284705,XR_005543888.2,905
120284706,XM_039293110.2,621
120284707,XM_039293115.2,719
120284708,XR_005543891.2,3673
120284709,XR_006541705.1,6475
120284712,XR_005543903.2,1703
120284714,XR_005543905.2,943
120284715,XR_005543906.1,10580
120284716,XR_006541754.1,1506
120284716,XR_005543911.2,1673
120284716,XR_005543909.2,1629
120284716,XR_005543908.2,1715
120284717,XR_006541728.1,3600
120284717,XR_006541737.1,3582
120284717,XR_006541734.1,3608
120284717,XR_006541739.1,3589
120284717,XR_006541730.1,3589
120284717,XR_006541729.1,3603
120284717,XR_006541744.1,3594
120284717,XR_006541745.1,3396
120284717,XR_006541743.1,3595
120284717,XR_006541742.1,3459
120284717,XR_006541740.1,3561
120284717,XR_006541741.1,3577
120284717,XR_006541736.1,3378
120284717,XR_006541735.1,3438
120284717,XR_006541733.1,3503
120284717,XR_006541731.1,3576
120284717,XR_006541732.1,3598
120284717,XR_006541738.1,3593
120284717,XR_006541727.1,3658
120284718,XR_005543936.2,1615
120284718,XR_005543935.2,1665
120284718,XR_005543939.2,815
120284718,XR_005543934.2,1669
120284718,XR_005543933.2,1651
120284718,XR_005543932.2,1677
120284718,XR_006541753.1,1658
120284718,XR_005543931.2,1658
120284718,XR_005543930.2,1672
120284718,XR_005543940.2,1663
120284718,XR_005543929.2,1727
120284719,XR_005543942.1,749
120284719,XR_005543943.1,755
120284719,XR_005543941.1,818
120284720,XM_039293191.2,574
120284721,XM_039293192.2,512
120284722,XM_039293200.2,1292
120284724,XM_039293215.2,1136
120284725,XM_039293216.2,501
120284726,XM_039293217.2,1136
120284727,XM_039293230.2,1038
120284728,XM_039293231.2,1047
120284731,XR_005543948.2,699
120284733,XM_039293279.1,492
120284734,XM_039293280.2,1022
120284735,XM_044922883.1,1017
120284736,XM_039293283.2,1199
120284738,XM_039293291.2,4639
120284739,XR_006541799.1,1187
120284742,XR_005543953.1,1651
120284744,XR_005543956.2,640
120284745,XR_005543965.1,386
120284746,XR_006541783.1,2376
120284747,XR_005543969.2,2393
120284748,XM_039293374.2,214
120284749,XR_005543971.2,1092
120284750,XM_039293375.2,859
120284751,XR_005543972.2,1706
120284753,XR_005543974.1,489
120284754,XM_039293383.2,1606
120284755,XM_039293388.2,2710
120284755,XM_039293389.2,2695
120284755,XM_039293390.2,2476
120284756,XM_039293409.2,1000
120284757,XM_039293460.2,766
120284757,XM_039293461.2,1749
120284758,XR_006541752.1,662
120284758,XR_006541751.1,726
120284759,XR_005543982.2,513
120284759,XR_005543983.1,517
120284760,XR_005543985.2,1993
120284761,XM_039293479.2,840
120284762,XR_005543991.2,1234
120284763,XR_005543992.1,384
120284764,XR_005543997.2,739
120284766,XR_005544001.2,474
120284767,XM_039293535.2,343
120284768,XR_005544003.2,2780
120284770,XR_006541778.1,975
120284772,XR_005544007.2,1330
120284773,XM_039293592.2,411
120284774,XM_039293593.2,399
120284775,XM_039293608.2,4435
120284775,XM_039293610.2,3145
120284775,XM_039293609.2,3154
120284775,XM_044922920.1,2242
120284775,XM_039293607.2,4913
120284776,XM_039293613.2,2170
120284777,XM_039293615.2,458
120284779,XR_005544011.2,1004
120284780,XM_039293692.2,1736
120284781,XR_005544014.2,642
120284782,XM_039293698.2,1308
120284783,XM_039293700.2,412
120284785,XR_005544016.1,906
120284786,XM_039293706.2,203
120284787,XR_005544017.2,1866
120284788,XM_039293757.2,1337
120284789,XM_039293760.2,1327
120284790,XM_039293765.2,1149
120284791,XM_039293767.2,349
120284793,XR_005544028.2,887
120284794,XM_039293821.2,421
120284795,XM_039293839.2,697
120284796,XR_005544035.2,647
120284796,XR_005544036.2,693
120284798,XR_005544042.2,851
120284798,XR_006542203.1,847
120284799,XR_005544047.2,1564
120284800,XM_039293917.2,3204
120284801,XM_039293920.2,160
120284802,XR_005544048.2,246
120284803,XR_005544049.1,791
120284805,XM_039293968.2,531
120284806,XM_039293969.2,1216
120284807,XR_005544058.2,914
120284808,XR_006541792.1,1161
120284809,XR_005544062.1,819
120284810,XR_005544064.2,4345
120284811,XR_006541800.1,1305
120284812,XR_005544066.2,771
120284814,XM_039294147.2,2071
120284814,XM_039294148.2,2132
120284815,XM_039294149.2,2148
120284816,XR_005544071.2,1254
120284816,XR_005544070.2,1257
120284819,XR_005544075.1,1511
120284819,XR_005544078.1,1367
120284819,XR_005544077.1,1454
120284819,XR_005544076.1,1433
120284821,XM_039294197.2,1510
120284822,XM_039294219.2,1167
120284823,XM_039294203.1,2012
120284823,XM_039294210.1,1945
120284824,XM_039294212.2,547
120284825,XM_039294213.1,537
120284826,XM_039294214.1,506
120284827,XM_039294216.1,467
120284829,XR_005544080.2,804
120284830,XM_039294218.2,3039
120284831,XR_005544081.2,1742
120284833,XM_044922901.1,4347
120284835,XM_039294242.2,585
120284836,XM_039294257.2,610
120284837,XR_005544087.2,938
120284838,XR_005544088.2,1450
120284839,XR_005544089.1,269
120284841,XR_005544094.2,1237
120284841,XR_005544093.2,1241
120284843,XM_039294360.1,489
120284844,XR_005544102.2,1991
120284845,XM_039294381.2,1872
120284846,XM_039294392.1,504
120284847,XR_005544107.2,659
120284847,XR_006541815.1,602
120284847,XR_006541817.1,592
120284847,XR_006541816.1,588
120284847,XR_006541814.1,958
120284847,XR_006541818.1,887
120284849,XR_005544109.2,589
120284850,XM_039294400.2,1724
120284850,XM_039294399.2,1793
120284851,XR_005544113.1,211
120284852,XR_005544114.1,86
120284853,XR_005544115.1,86
120284854,XR_005544116.1,87
120284855,XR_005544117.1,87
120284856,XR_005544118.1,87
120284857,XR_005544119.1,98
120284858,XR_005544120.1,92
120284859,XR_005544121.1,84
120284860,XR_005544122.1,74
120284861,XR_005544123.1,73
120284862,XR_005544124.1,122
120284863,XR_005544125.1,75
120284864,XR_005544126.1,74
120284865,XR_005544127.1,75
120284866,XR_005544128.1,143
120284867,XR_005544129.1,143
120284868,XR_005544130.1,143
120284869,XR_005544131.1,271
120284870,XR_005544132.1,71
120284871,XR_005544133.1,71
120284872,XR_005544134.1,142
120284873,XR_005544135.1,65
120284874,XR_005544136.1,84
120284875,XR_005544137.1,82
120284921,XM_039294421.2,1589
120284921,XM_039294423.2,1427
120284921,XM_039294422.2,1424
120284921,XM_039294428.2,778
120284921,XM_039294424.2,1187
120284921,XM_039294426.2,1019
120284921,XM_039294425.2,988
120284921,XM_039294427.2,961
120284921,XR_005544138.2,1636
120284922,XM_039294436.2,450
120284923,XR_006541834.1,818
120284923,XR_005544140.2,755
120284925,XM_039294441.2,1069
120284926,XR_005544143.2,2473
120284926,XR_005544142.2,2458
120284927,XM_039294462.2,1576
120284928,XM_039294466.1,882
120284930,XR_005544151.2,559
