NCBI GeneID,Protein Accession,Protein_length
6737208,XP_016030916.1,1069
6737210,XP_016030905.1,1732
6737210,XP_016030906.1,1563
6737210,XP_016030907.1,1706
6737210,XP_016030910.1,1638
6737210,XP_016030913.1,1387
6737210,XP_016030914.1,1051
6737210,XP_044778955.1,1424
6737210,XP_044778956.1,1405
6737210,XP_044778957.1,1359
6737210,XP_044778958.1,1204
6737210,XP_044778959.1,1177
6737211,XP_002084051.1,218
6737212,XP_002084052.1,703
6737212,XP_016030918.1,654
6737214,XP_016030920.1,1049
6737215,XP_002084055.1,531
6737216,XP_002084056.1,240
6737217,XP_016030921.1,128
6737218,XP_002084058.1,701
6737219,XP_002084059.1,447
6737220,XP_016030922.1,1653
6737220,XP_016030923.1,1671
6737220,XP_016030924.1,1671
6737220,XP_044778960.1,1394
6737221,XP_016030926.1,1052
6737221,XP_044778961.1,691
6737222,XP_039149818.1,886
6737222,XP_039149820.1,886
6737223,XP_016030931.1,354
6737224,XP_016030932.1,1579
6737225,XP_002084065.1,472
6737226,XP_002084066.1,475
6737227,XP_002084067.1,441
6737228,XP_002084068.2,495
6737228,XP_016030933.1,483
6737229,XP_016030934.1,435
6737229,XP_016030936.1,447
6737229,XP_016030937.1,447
6737229,XP_016030938.1,442
6737229,XP_016030939.1,447
6737229,XP_016030940.1,440
6737231,XP_002084071.2,449
6737232,XP_016030941.1,181
6737232,XP_016030943.1,181
6737233,XP_002084073.1,368
6737233,XP_016030944.1,76
6737234,XP_016030945.1,385
6737235,XP_002084075.3,127
6737236,XP_002084076.2,507
6737237,XP_002084077.1,82
6737238,XP_016030948.2,423
6737238,XP_044778896.1,405
6737239,XP_039150295.1,128
6737246,XP_016030949.1,1936
6737246,XP_016030951.1,1918
6737246,XP_016030953.1,1941
6737246,XP_016030954.1,1935
6737246,XP_016030956.1,1897
6737246,XP_016030957.1,1924
6737248,XP_016030959.1,329
6737248,XP_016030960.1,601
6737249,XP_016030962.1,347
6737249,XP_039149689.1,379
6737250,XP_002084090.1,219
6737252,XP_016030964.1,698
6737253,XP_002084093.1,343
6737254,XP_002084094.1,321
6737254,XP_044778897.1,321
6737255,XP_016030965.1,530
6737256,XP_002084096.1,244
6737256,XP_016030966.1,237
6737257,XP_016030967.1,652
6737257,XP_016030968.1,605
6737258,XP_002084098.1,263
6737258,XP_039149750.1,263
6737258,XP_039149751.1,143
6737259,XP_016030970.1,138
6737260,XP_002084100.1,307
6737261,XP_002084101.1,162
6737262,XP_002084102.1,285
6737263,XP_016030972.1,444
6737264,XP_016030971.1,438
6737265,XP_002084105.2,513
6737266,XP_016030973.1,1194
6737268,XP_016030974.1,1008
6737268,XP_016030975.2,783
6737269,XP_016030977.1,416
6737269,XP_016030978.1,479
6737269,XP_016030981.1,469
6737269,XP_044778976.1,450
6737273,XP_039149649.1,262
6737274,XP_016030988.1,165
6737276,XP_016030989.1,701
6737276,XP_016030991.1,701
6737276,XP_016030992.1,686
6737276,XP_039149425.1,701
6737277,XP_002084117.1,212
6737278,XP_016030995.1,582
6737279,XP_016030996.1,1169
6737280,XP_016030999.2,662
6737281,XP_039149424.1,875
6737282,XP_002084122.1,180
6737283,XP_039149282.1,2009
6737283,XP_039149283.1,2009
6737283,XP_039149284.1,2008
6737283,XP_039149285.1,2006
6737283,XP_039149286.1,2006
6737283,XP_039149287.1,2006
6737283,XP_039149288.1,2005
6737283,XP_039149289.1,2004
6737283,XP_039149290.1,1990
6737283,XP_039149291.1,1987
6737283,XP_039149292.1,1987
6737283,XP_039149293.1,1984
6737283,XP_039149294.1,1984
6737283,XP_039149295.1,1982
6737283,XP_039149296.1,1980
6737283,XP_039149297.1,1965
6737286,XP_016031003.1,2523
6737286,XP_016031005.1,2523
6737286,XP_039149280.1,2523
6737290,XP_002084130.1,597
6737291,XP_002084131.1,732
6737292,XP_002084132.1,199
6737293,XP_016031006.1,679
6737293,XP_039149299.1,679
6737299,XP_016031008.1,706
6737299,XP_016031009.1,706
6737299,XP_016031010.1,706
6737299,XP_039149298.1,706
6737300,XP_016031011.2,512
6737301,XP_016031016.1,2169
6737301,XP_039150039.1,2835
6737301,XP_039150040.1,2835
6737301,XP_039150041.1,2835
6737301,XP_039150042.1,2343
6737303,XP_002084143.1,420
6737305,XP_016031017.1,2481
6737305,XP_016031018.1,2537
6737305,XP_016031019.1,2456
6737305,XP_016031021.1,2455
6737305,XP_016031022.1,2506
6737305,XP_016031023.1,2537
6737305,XP_016031025.1,981
6737305,XP_016031027.1,2425
6737305,XP_039149752.1,1623
6737305,XP_039149753.1,1623
6737305,XP_044778862.1,2537
6737307,XP_002084147.2,280
6737308,XP_016031028.3,166
6737311,XP_002084149.1,436
6737311,XP_016031029.1,434
6737312,XP_039149754.1,479
6737314,XP_016031031.1,555
6737315,XP_002084153.1,552
6737317,XP_016031032.1,403
6737317,XP_016031033.1,404
6737317,XP_016031034.1,405
6737318,XP_016031035.1,350
6737318,XP_016031036.1,378
6737318,XP_016031038.1,326
6737318,XP_016031039.1,430
6737318,XP_016031041.1,215
6737318,XP_016031042.1,406
6737318,XP_016031043.1,356
6737318,XP_016031044.1,380
6737318,XP_016031045.1,165
6737318,XP_016031046.1,239
6737318,XP_016031048.1,402
6737318,XP_039150338.1,363
6737318,XP_039150339.1,325
6737318,XP_039150340.1,321
6737318,XP_039150341.1,297
6737318,XP_039150342.1,134
6737319,XP_002084157.2,660
6737320,XP_002084158.1,270
6737321,XP_016031050.1,318
6737321,XP_039150343.1,306
6737321,XP_044778864.1,203
6737322,XP_002084160.1,401
6737323,XP_016031051.1,339
6737323,XP_016031053.1,339
6737323,XP_044778863.1,339
6737327,XP_002084165.1,244
6737328,XP_002084166.1,178
6737331,XP_002084169.1,173
6737333,XP_039150177.1,879
6737333,XP_039150178.1,640
6737333,XP_039150179.1,640
6737333,XP_039150180.1,307
6737334,XP_016031064.1,94
6737335,XP_002084173.1,267
6737337,XP_002084175.1,1393
6737337,XP_016031067.1,2526
6737337,XP_016031068.1,1152
6737337,XP_039150296.1,2510
6737337,XP_039150297.1,2286
6737338,XP_002084176.1,82
6737339,XP_002084177.1,401
6737340,XP_002084178.1,153
6737341,XP_016031069.1,300
6737342,XP_002084180.2,176
6737343,XP_002084181.1,342
6737344,XP_016031071.2,209
6737345,XP_016031072.1,233
6737346,XP_002084184.1,229
6737348,XP_002084186.1,722
6737349,XP_016031074.1,625
6737350,XP_016031076.1,720
6737351,XP_016031078.2,1296
6737351,XP_016031079.1,1196
6737351,XP_016031080.1,940
6737351,XP_016031081.2,1231
6737351,XP_039149175.2,1232
6737351,XP_039149176.2,1196
6737351,XP_039149177.1,827
6737351,XP_044778790.1,1197
6737353,XP_002084191.2,1685
6737353,XP_016031083.1,1349
6737353,XP_016031085.1,1626
6737353,XP_016031086.1,1396
6737353,XP_016031087.1,1685
6737354,XP_016031088.1,267
6737354,XP_016031089.1,267
6737354,XP_016031090.1,267
6737355,XP_016031092.1,551
6737355,XP_016031093.1,1223
6737355,XP_016031094.1,704
6737355,XP_016031095.1,1250
6737355,XP_016031097.1,1250
6737358,XP_002084196.1,490
6737359,XP_016031098.1,182
6737360,XP_002084198.1,415
6737361,XP_002084199.1,994
6737362,XP_002084200.1,476
6737363,XP_016031099.1,223
6737363,XP_016031100.1,220
6737363,XP_016031101.1,215
6737363,XP_016031102.1,218
6737364,XP_002084202.1,620
6737365,XP_016031103.1,611
6737366,XP_002084204.2,604
6737367,XP_002084205.2,459
6737368,XP_016031104.1,126
6737368,XP_016031105.1,126
6737369,XP_016031106.1,490
6737369,XP_016031107.1,490
6737369,XP_016031109.1,490
6737370,XP_002084208.2,409
6737371,XP_002084209.1,250
6737372,XP_016031110.1,998
6737372,XP_016031111.1,1108
6737372,XP_016031112.1,1108
6737372,XP_016031113.1,1108
6737372,XP_044779004.1,977
6737373,XP_002084211.1,1075
6737373,XP_016031114.1,1076
6737374,XP_002084212.1,424
6737375,XP_016031116.1,300
6737376,XP_016031117.1,467
6737377,XP_002084215.1,391
6737378,XP_002084216.2,406
6737379,XP_002084217.1,450
6737381,XP_016031124.1,2254
6737381,XP_016031125.1,1448
6737381,XP_016031126.1,2745
6737381,XP_039149703.1,2333
6737382,XP_002084220.1,286
6737384,XP_002084222.2,235
6737386,XP_002084224.1,250
6737387,XP_039149470.1,1088
6737387,XP_039149471.1,1088
6737387,XP_039149472.1,1077
6737387,XP_039149473.1,1067
6737387,XP_039149474.1,1065
6737387,XP_039149475.1,1064
6737387,XP_039149476.1,1063
6737387,XP_039149477.1,1043
6737387,XP_039149478.1,1042
6737387,XP_039149479.1,1033
6737387,XP_039149480.1,1008
6737387,XP_039149481.1,1002
6737390,XP_016031140.1,629
6737391,XP_002084229.2,418
6737392,XP_002084230.1,316
6737393,XP_016031141.1,1095
6737393,XP_039149162.1,1095
6737396,XP_016031147.1,500
6737396,XP_016031148.1,349
6737396,XP_016031149.1,501
6737396,XP_016031150.1,520
6737396,XP_016031151.1,329
6737396,XP_016031152.1,520
6737396,XP_016031153.1,511
6737396,XP_039149409.1,520
6737396,XP_039149410.1,519
6737396,XP_039149411.1,340
6737396,XP_039149412.1,330
6737398,XP_002084236.2,370
6737399,XP_016031154.1,511
6737399,XP_016031155.1,520
6737399,XP_016031156.1,518
6737399,XP_016031157.1,513
6737401,XP_002084239.1,82
6737402,XP_002084240.3,304
6737403,XP_039149407.1,808
6737403,XP_039149408.1,734
6737404,XP_002084242.1,390
6737404,XP_016031164.1,156
6737404,XP_016031165.1,391
6737404,XP_016031166.1,321
6737404,XP_016031167.1,320
6737405,XP_002084243.1,172
6737406,XP_002084244.1,199
6737407,XP_039149416.1,173
6737409,XP_002084247.1,200
6737410,XP_002084248.1,211
6737411,XP_016031172.1,445
6737411,XP_044779035.1,445
6737412,XP_016031174.1,186
6737413,XP_002084251.2,213
6737415,XP_016031175.1,621
6737417,XP_002084255.1,259
6737418,XP_016031182.1,530
6737418,XP_016031183.1,530
6737418,XP_016031184.1,530
6737419,XP_016031185.1,237
6737419,XP_044779038.1,203
6737420,XP_016031186.1,291
6737420,XP_016031187.1,461
6737420,XP_016031189.1,461
6737422,XP_002084260.1,409
6737423,XP_039149806.1,131
6737425,XP_002084262.1,1004
6737425,XP_016031192.1,790
6737425,XP_044778787.1,569
6737426,XP_002084263.1,178
6737427,XP_016031200.1,540
6737427,XP_016031201.1,543
6737427,XP_039149261.1,526
6737428,XP_002084265.1,235
6737429,XP_002084266.1,81
6737430,XP_016031202.1,669
6737431,XP_016031204.1,349
6737432,XP_016031205.1,408
6737435,XP_002084272.1,324
6737436,XP_016031209.1,2354
6737437,XP_016031210.1,314
6737439,XP_002084276.1,252
6737440,XP_002084277.2,458
6737440,XP_016031212.1,471
6737441,XP_002084278.1,330
6737442,XP_039150305.1,133
6737443,XP_016031214.1,195
6737445,XP_002084281.1,181
6737446,XP_002084282.1,179
6737447,XP_016031216.1,175
6737448,XP_016031217.1,407
6737448,XP_039150302.1,425
6737448,XP_039150303.1,326
6737450,XP_016031218.1,576
6737452,XP_016031221.1,438
6737452,XP_016031224.1,643
6737452,XP_039150227.1,896
6737452,XP_039150228.1,691
6737452,XP_039150229.1,691
6737453,XP_002084289.2,379
6737454,XP_002084290.1,252
6737455,XP_002084291.1,288
6737456,XP_016031225.1,2032
6737458,XP_016031227.1,918
6737459,XP_002084295.2,441
6737460,XP_016031229.1,383
6737460,XP_044778924.1,383
6737462,XP_002084298.2,259
6737463,XP_002084299.1,264
6737465,XP_002084301.1,479
6737465,XP_016031250.1,375
6737465,XP_044778923.1,425
6737466,XP_016031230.1,3529
6737466,XP_016031231.1,3554
6737466,XP_016031232.1,3544
6737466,XP_016031233.1,3550
6737466,XP_016031234.1,3555
6737466,XP_016031235.1,3475
6737466,XP_016031236.1,3496
6737466,XP_016031237.1,3480
6737466,XP_016031238.1,3491
6737466,XP_016031239.1,3534
6737466,XP_016031241.1,3528
6737466,XP_016031242.1,3545
6737466,XP_016031243.1,3507
6737466,XP_016031244.1,3539
6737467,XP_016031251.1,300
6737467,XP_016031252.1,300
6737467,XP_016031253.1,300
6737468,XP_002084304.1,462
6737469,XP_002084305.1,388
6737469,XP_016031255.1,365
6737469,XP_016031258.1,373
6737469,XP_016031259.1,392
6737469,XP_016031261.1,369
6737470,XP_002084306.2,271
6737471,XP_002084307.2,199
6737472,XP_002084308.1,889
6737473,XP_016031262.2,1254
6737475,XP_002084311.2,565
6737476,XP_002084312.2,265
6737477,XP_002084313.1,374
6737478,XP_002084314.1,347
6737479,XP_016031263.1,816
6737480,XP_002084316.1,1001
6737481,XP_002084317.2,255
6737481,XP_016031265.1,276
6737482,XP_002084318.1,243
6737483,XP_002084319.2,552
6737484,XP_039150210.1,1496
6737484,XP_039150211.1,1491
6737484,XP_039150213.1,1480
6737484,XP_039150214.1,1407
6737484,XP_039150215.1,1402
6737484,XP_039150216.1,1396
6737484,XP_039150217.1,1353
6737484,XP_039150218.1,1321
6737484,XP_039150219.1,1318
6737484,XP_039150220.1,1298
6737484,XP_039150221.1,1248
6737484,XP_039150222.1,512
6737484,XP_044778922.1,1485
6737488,XP_016031270.1,1286
6737488,XP_016031271.1,1115
6737488,XP_016031272.1,1280
6737488,XP_016031273.1,1246
6737488,XP_016031274.1,1213
6737488,XP_016031276.1,1277
6737488,XP_016031278.1,1286
6737488,XP_044778751.1,1271
6737488,XP_044778752.1,1204
6737489,XP_016031284.1,601
6737489,XP_016031285.1,679
6737489,XP_016031286.1,727
6737489,XP_016031287.1,722
6737489,XP_016031288.1,606
6737489,XP_039150199.1,684
6737490,XP_002084326.1,156
6737491,XP_002084327.1,137
6737492,XP_002084328.1,120
6737493,XP_002084329.1,134
6737494,XP_016031282.1,509
6737494,XP_016031283.1,509
6737495,XP_039149020.1,1426
6737495,XP_039149021.1,1426
6737495,XP_039149022.1,1426
6737495,XP_039149023.1,1426
6737495,XP_039149024.1,1425
6737495,XP_039149025.1,1425
6737495,XP_039149026.1,1387
6737495,XP_039149027.1,1378
6737495,XP_039149028.1,1377
6737495,XP_039149029.1,1426
6737495,XP_039149030.1,1286
6737495,XP_039149032.1,1145
6737495,XP_039149033.1,495
6737495,XP_039149034.1,493
6737495,XP_039149035.1,440
6737495,XP_039149036.1,495
6737495,XP_039149037.1,356
6737495,XP_039149038.1,208
6737495,XP_039149039.1,439
6737495,XP_039149040.1,494
6737495,XP_044778756.1,1426
6737495,XP_044778757.1,1426
6737495,XP_044778758.1,1426
6737495,XP_044778759.1,264
6737496,XP_002084332.2,108
6737497,XP_002084333.1,451
6737498,XP_016031292.1,1159
6737498,XP_016031293.1,1161
6737499,XP_039149045.1,358
6737499,XP_039149046.1,358
6737499,XP_039149047.1,358
6737500,XP_016031295.1,887
6737500,XP_016031296.1,877
6737501,XP_016031297.2,919
6737501,XP_039149041.1,919
6737503,XP_039149042.1,809
6737503,XP_039149043.1,807
6737504,XP_016031299.1,1219
6737505,XP_002084341.1,925
6737507,XP_039149050.1,117
6737508,XP_016031301.1,266
6737508,XP_039149048.1,231
6737509,XP_016031304.1,328
6737509,XP_016031305.1,376
6737512,XP_016031306.1,873
6737512,XP_016031307.1,897
6737512,XP_016031308.1,864
6737512,XP_016031309.1,877
6737512,XP_016031310.1,834
6737512,XP_016031311.1,867
6737512,XP_039149051.1,883
6737512,XP_039149052.1,798
6737512,XP_039149053.1,788
6737512,XP_044779039.1,887
6737512,XP_044779040.1,854
6737513,XP_002084349.1,213
6737514,XP_002084350.1,449
6737515,XP_002084351.2,233
6737516,XP_039149116.1,78
6737516,XP_039149117.1,78
6737516,XP_039149118.1,78
6737517,XP_044778816.1,196
6737519,XP_016031318.2,283
6737519,XP_039149929.1,395
6737519,XP_039149930.1,389
6737519,XP_039149931.1,286
6737521,XP_002084357.1,483
6737522,XP_002084358.1,496
6737523,XP_002084359.2,563
6737524,XP_016031319.1,530
6737526,XP_039148045.1,714
6737527,XP_016031322.1,411
6737527,XP_016031325.1,365
6737527,XP_039149924.1,411
6737527,XP_039149925.1,411
6737527,XP_039149926.1,411
6737527,XP_039149927.1,411
6737527,XP_039149928.1,232
6737529,XP_016031326.1,247
6737529,XP_016031327.1,206
6737529,XP_039149933.1,247
6737530,XP_002084365.1,277
6737531,XP_039149918.1,589
6737531,XP_039149919.1,589
6737531,XP_039149920.1,589
6737531,XP_039149921.1,581
6737531,XP_039149922.1,556
6737531,XP_039149923.1,548
6737531,XP_044778979.1,589
6737532,XP_002084367.2,300
6737533,XP_002084368.1,534
6737534,XP_002084369.2,416
6737534,XP_016031329.1,332
6737536,XP_002084371.1,404
6737546,XP_002084379.2,569
6737550,XP_016031335.2,1071
6737554,XP_039149718.1,958
6737554,XP_039149719.1,944
6737554,XP_039149720.1,941
6737554,XP_039149721.1,941
6737554,XP_039149722.1,934
6737554,XP_039149723.1,916
6737554,XP_039149724.1,902
6737554,XP_039149725.1,892
6737554,XP_039149726.1,878
6737554,XP_039149727.1,854
6737554,XP_039149728.1,836
6737554,XP_039149729.1,810
6737554,XP_039149730.1,796
6737554,XP_039149731.1,786
6737554,XP_039149732.1,768
6737554,XP_039149733.1,736
6737554,XP_039149734.1,730
6737554,XP_039149735.1,719
6737554,XP_039149736.1,688
6737554,XP_039149737.1,678
6737554,XP_039149738.1,664
6737554,XP_039149739.1,592
6737554,XP_039149740.1,573
6737554,XP_039149741.1,559
6737554,XP_039149742.1,506
6737555,XP_016031343.1,190
6737555,XP_044778879.1,112
6737556,XP_016031345.1,212
6737557,XP_002084390.1,196
6737558,XP_002084391.2,802
6737559,XP_016031348.1,149
6737560,XP_016031349.1,760
6737560,XP_016031350.1,765
6737561,XP_002084394.1,63
6737563,XP_016031353.1,324
6737564,XP_016031354.1,266
6737564,XP_016031355.1,256
6737565,XP_002084398.4,268
6737566,XP_002084399.1,407
6737567,XP_002084400.1,186
6737568,XP_016031356.1,912
6737568,XP_016031357.1,920
6737570,XP_016031359.1,94
6737571,XP_002084404.1,124
6737572,XP_002084405.1,246
6737572,XP_016031360.1,230
6737576,XP_039149647.1,258
6737578,XP_016031368.1,1106
6737578,XP_016031369.1,1132
6737578,XP_044778953.1,1184
6737579,XP_002084412.1,156
6737580,XP_016031373.1,441
6737580,XP_044778954.1,441
6737583,XP_002084416.3,116
6737583,XP_039149017.1,116
6737593,XP_002084426.1,153
6737598,XP_016031381.2,457
6737598,XP_044778851.1,456
6737600,XP_002084432.1,502
6737600,XP_016031384.1,490
6737600,XP_016031385.1,499
6737602,XP_016031387.1,462
6737603,XP_002084435.1,418
6737604,XP_002084436.3,159
6737605,XP_002084437.1,80
6737606,XP_002084438.1,537
6737607,XP_002084439.1,68
6737609,XP_016031388.1,193
6737610,XP_016031389.1,565
6737610,XP_016031390.1,385
6737612,XP_002084444.1,143
6737613,XP_039149898.1,1173
6737613,XP_044778929.1,1173
6737614,XP_039149895.1,1209
6737614,XP_039149896.1,1209
6737614,XP_039149897.1,1209
6737615,XP_016031392.1,785
6737616,XP_002084448.1,111
6737617,XP_002084449.1,524
6737618,XP_002084450.3,267
6737618,XP_039149901.1,282
6737619,XP_002084451.1,262
6737620,XP_016031393.1,149
6737621,XP_002084453.1,119
6737623,XP_002084455.1,158
6737624,XP_002084456.1,494
6737624,XP_039149899.1,613
6737626,XP_016031395.1,745
6737626,XP_016031396.1,746
6737626,XP_016031397.1,746
6737627,XP_002084459.1,296
6737628,XP_002084460.1,316
6737629,XP_016031398.1,666
6737631,XP_002084463.1,122
6737632,XP_016031405.1,235
6737633,XP_016031402.1,1084
6737633,XP_016031403.1,642
6737633,XP_016031404.1,625
6737634,XP_002084466.1,449
6737635,XP_002084467.1,607
6737635,XP_016031406.1,562
6737636,XP_002084468.1,557
6737637,XP_016031407.1,445
6737638,XP_016031408.1,477
6737638,XP_016031409.1,316
6737639,XP_002084471.1,721
6737640,XP_002084472.1,167
6737641,XP_002084473.1,162
6737642,XP_002084474.1,963
6737643,XP_016031410.2,981
6737644,XP_016031411.1,1235
6737644,XP_016031413.1,1267
6737644,XP_016031415.1,1302
6737644,XP_016031416.1,1303
6737644,XP_016031417.1,1234
6737644,XP_016031419.1,1303
6737644,XP_039150030.1,1303
6737644,XP_039150031.1,1234
6737646,XP_016031420.1,467
6737646,XP_016031421.1,730
6737646,XP_039150032.1,507
6737646,XP_044778740.1,730
6737647,XP_002084479.2,280
6737649,XP_002084481.2,477
6737649,XP_039149431.1,335
6737651,XP_002084483.2,429
6737653,XP_002084485.3,283
6737654,XP_002084486.3,111
6737657,XP_002084489.1,349
6737658,XP_002084490.2,236
6737659,XP_016031424.1,355
6737660,XP_002084492.1,378
6737661,XP_002084493.1,322
6737662,XP_016031425.1,470
6737664,XP_016031426.1,158
6737667,XP_002084499.1,299
6737668,XP_002084500.3,198
6737670,XP_002084502.1,540
6737670,XP_016031430.1,569
6737670,XP_016031432.1,434
6737670,XP_039149890.1,721
6737671,XP_002084503.1,128
6737671,XP_016031433.1,118
6737673,XP_002084505.2,529
6737674,XP_002084506.1,497
6737675,XP_002084507.1,89
6737677,XP_002084509.1,491
6737677,XP_016031441.1,236
6737677,XP_016031442.1,363
6737678,XP_002084510.2,889
6737679,XP_002084511.1,94
6737680,XP_002084512.3,94
6737682,XP_002084514.1,105
6737683,XP_039149519.1,529
6737683,XP_039149520.1,529
6737683,XP_039149521.1,529
6737683,XP_039149522.1,529
6737683,XP_039149523.1,529
6737683,XP_039149524.1,529
6737684,XP_016031445.1,659
6737686,XP_016031448.1,350
6737686,XP_016031449.1,350
6737686,XP_016031450.1,316
6737686,XP_016031451.1,316
6737687,XP_002084519.1,320
6737688,XP_002084520.1,395
6737689,XP_016031453.1,221
6737689,XP_016031455.1,224
6737689,XP_016031456.1,224
6737689,XP_016031457.1,232
6737690,XP_016031458.1,623
6737691,XP_016031460.1,585
6737692,XP_002084524.1,240
6737693,XP_016031461.1,666
6737694,XP_016031462.1,530
6737695,XP_016031463.1,429
6737696,XP_016031464.1,603
6737696,XP_016031465.1,587
6737697,XP_016031466.1,167
6737697,XP_016031467.1,137
6737697,XP_016031468.1,143
6737698,XP_016031469.1,264
6737698,XP_016031470.1,255
6737698,XP_039149907.1,259
6737699,XP_016031471.1,454
6737699,XP_016031472.1,454
6737699,XP_016031473.1,454
6737700,XP_039149904.1,585
6737700,XP_039149905.1,576
6737701,XP_016031476.1,351
